ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 13:30:24.862424
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 13:47:53.074318
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 13:48:24.287799
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 13:48:57.872132
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 13:50:34.555226
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 13:51:38.400063
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 13:52:10.370596
ERROR:root:;0.08;PRETO;False;False;3;2021-10-26 13:52:40.857297
ERROR:root:;0.18;PRETO;False;False;4;2021-10-26 13:56:24.662483
ERROR:root:;0.36;PRETO;False;False;5;2021-10-26 13:56:56.478374
ERROR:root:;0.72;PRETO;False;True;6;2021-10-26 13:57:28.170265
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:02:46.924423
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:03:19.815480
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:04:23.773505
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:05:28.054223
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:07:36.312969
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:09:12.825873
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 14:09:43.867446
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 14:10:15.447207
ERROR:root:;0.08;PRETO;False;False;3;2021-10-26 14:10:46.816129
ERROR:root:;0.18;PRETO;False;False;4;2021-10-26 14:11:19.814169
ERROR:root:;0.36;PRETO;False;True;5;2021-10-26 14:11:49.724315
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:14:29.431089
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:15:02.433671
ERROR:root:;0.02;PRETO;True;True;1;2021-10-26 14:15:34.651274
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 14:19:52.727097
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 14:20:24.352053
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:23:05.715208
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 14:23:36.431260
ERROR:root:;0.02;PRETO;True;False;1;2021-10-26 14:24:08.172061
ERROR:root:;0.04;PRETO;True;True;2;2021-10-26 14:24:40.422713
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 14:32:36.236235
ERROR:root:;0.04;PRETO;False;False;2;2021-10-26 14:33:07.870467
ERROR:root:;0.08;PRETO;False;False;3;2021-10-26 14:33:39.599281
ERROR:root:;0.18;VERMELHO;False;False;4;2021-10-26 14:35:47.151261
ERROR:root:;0.36;VERMELHO;False;False;5;2021-10-26 14:36:18.960048
ERROR:root:;0.72;VERMELHO;False;True;6;2021-10-26 14:36:48.825311
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 14:37:21.450756
